message,tags,created_time,comment_attachment_type,comment_likes
"I love how the media only perceives Trump supporters for rioting but what about anitifa or Biden supporters all I see in news feeds are Trump supporters, people its rigged to the Fucking T its literally bullshit",,2021-01-07T00:16:28+0000,,8.0
"Everyone can calm down now. Goal was to stop the process because Pence was a turncoat.  This is nothing compared to the bullshit violence and anarchy we watched all summer long across this nation in Chicago, Portland, New York, etc.   OAN confirms there was an ANTIFA call to pose as Trump supporters right before the breach at the capitol.",,2021-01-06T21:56:28+0000,,10.0
"Everyone still blaming our President!! Grow up people! Did you think Biden and his evil constituents could just steal the election and everyone would just be peaceful and get over it??   Most of you hated Trump so much that you don’t care who ,nor how as long as he isn’t President anymore. Be careful what you wish for. Our country just turned itself over to the devil.  I support President Trump!",,2021-01-06T21:00:49+0000,,6.0
We The People love you and thank you for everything you have done for us! You have been treated like crap by the left and their followers and I am so sorry sir. You have 75million of us standing beside you!!!!,,2021-01-07T11:01:20+0000,,7.0
I would be surprised if any of your supporters are being violent. I think paid rioters have infiltrated the peaceful protesters in order to make Trump supporters look bad. JMT,,2021-01-06T20:21:25+0000,,16.0
"We the people of the United States are fed up. Government works for us.   Right and Left are corrupt and we see it. Citizens aren't breaching anything, we own it. The corrupt government has awakened this giant. We demand truth and transparency.",,2021-01-06T20:56:47+0000,,9.0
"President Trump, we are being told by people that are actually there, that the thugs that infiltrated the Capitol are Antifa, BLM, etc., disguised as Trump supporters! So very sad. Prayers for everyone there!",,2021-01-06T20:55:34+0000,,6.0
Yes! I can’t believe this joke Biden is on here talking about how wrong this all is! WE THE PEOPLE HAVE HAD ENOUGH! Time to take back our country. ,,2021-01-06T21:12:31+0000,,9.0
"There once was a ban on Trump's Twitter, For tweets that were spiteful and bitter, Now there's nothing to do, When he's having a poo, Except shout at the walls of the shitter",,2021-01-07T20:23:59+0000,,4.0
Trump told the thugs to March to the Capitol.  All on live TV.  He needs to be held accountable if he is Crazy or not.  He put law enforcement in harms way.  Trump and his administration have been toxic to this Country from day one of his Presidency.  ,,2021-01-07T04:13:10+0000,,7.0
This is ALL because the Liberal leftist and Antifa acting like Trump supporters mixed in. The left is NOT fooling anyone. PATRIOTS had a peaceful protest period.,,2021-01-07T02:43:32+0000,,5.0
Congratulations Mr. President. You succeeded where Osama Bin Laden failed - in launching a successful terrorist attack on the U.S. Capitol.  ,,2021-01-07T02:49:04+0000,,9.0
I’d love to see the Democrats if we had schemed and cheated like they have!!! They’d be burning down buildings. Killing...who knows what evil they’d resort to.     This is Satan at work in the Democrat party. He HATES it when Pres. Trump speaks of God or Jesus....he hates that He calls on God in prayer...hates that he says in God we trust....and that we should depend on God. Satan knows his days are limited.   It’s a battle for good and evil. Satan knows there are still righteous people in America praying against him...praying for righteousness and that makes him furious.     We haven’t seen the tip of the iceberg of evil if Biden gets in.    I pray the Lord comes back for HIS own before that happens. I shudder to think how evil things will be and freedomLESS for my grandchildren.,,2021-01-06T21:52:26+0000,,6.0
Screw that. Enough of this B.S. turn it into a parking lot.,,2021-01-06T20:31:41+0000,,17.0
We the people have had enough of the corruption in DC and the lies and the back door dealings. THE GOVERNMENT NEEDS TO READ THE CONSTITUTION....WE THE PEOPLE...BY THE PEOPLE....FOR THE PEOPLE.,,2021-01-06T22:11:24+0000,,7.0
Please Trump did not have any control of people acting out. Just like the riots of the black lives matter.    Put the blame on the person doing the crime,,2021-01-06T20:53:48+0000,,6.0
I just wanna know how many politicians that want to defund our law enforcement and military were looking for them for protection when 💩 hit the fan,,2021-01-06T22:58:18+0000,,9.0
Mr. President there comes a time when good men have to do bad things this time we aren't throwing tea in a harbor ,,2021-01-06T20:19:10+0000,,13.0
"We've been peaceful! We've sat back while our cities were burnt to the ground. We watched voter fraud slap us in the face. Though I don't support violence, other than breaking a window they didn't do anything harmful. Let's see what happens when the lights go down. Sadly, it'll all be blamed on us patriots. We just want our country back Mr. President.",,2021-01-06T21:04:38+0000,,7.0
I know someone there and they said Antifa is causing the problems ,,2021-01-06T20:38:18+0000,,18.0
"Joe Biden and the Dems asking protestors to stop is a joke. They kept their mouths shut when millions rioted, looted, destroyed, killed, and took over cities around this country. ",,2021-01-06T21:11:10+0000,,9.0
"You have to invoke marshal law and get the machines to audit them. Not for sure why this has not already been done. We all know it was stolen. The people that stole it are between the two parties and they have power to reject it at will if you let get to Congress. Invoke Marshal law,  Flynn has said its the only way with how corrupt everything is. If anyone knows how they are in Washington Flynn would know. Seize the voter machines and do the audit. Mitch is acting like the courts have heard the evidence. The real question is have they?",,2021-01-06T21:03:20+0000,,8.0
With all due respect this isn’t your battle President Trump. It’s bigger than you or any of us. This is a battle for our children’s liberty. No matter what you and I will be gone from this earth one day. But our children will remain.,,2021-01-06T20:39:31+0000,,6.0
It's time for this shameful time in our history to end. Walk away trump. Just go. You've divided this country and it will likely take generations to heal from it. Im ashamed of you.,,2021-01-07T02:15:07+0000,,12.0
"Fraud in this 2020 Election ""Was"" Rampant, Corruption in Government ""Is"" Rampant, and Lawlessness is what Democrats have Openly Supported under the premise of Change,,, so it should come as No Surprise that Lawlessness,,, is Exactly what they will achieve,,, Just Sayin', Period. ;)",,2021-01-06T22:40:11+0000,,6.0
Many ar probably Antifas mixed in crowd,,2021-01-06T20:26:40+0000,,13.0
"American voices were silenced when our votes were stolen. I know you're angry, but don't stoop to the Dem level by protesting like they have.",,2021-01-06T21:37:49+0000,,9.0
What did they expect would happen? We can only take so much of fraud and cheating. We lost all hope and and had nothing left to lose.  What we have been doing has not been working. Today was a wake up call. Conservatives need to unite and rise up to demand that the those who commit fraud against our Constitution are held accountable. Not by violence but by enforcement of the laws that this country was founded on. Today was not Trump’s fault. It was bound to happen. Surprised it took this long. I love and support our President  Donald J. Trump!,Donald J. Trump,2021-01-07T01:10:04+0000,,7.0
"You have had our backs Mr. President, now we have yours! Keep it peaceful, we are not like the dems! They are the ones burning, rioting and looting. Let's show them what peaceful is!",,2021-01-07T15:07:37+0000,,8.0
"You never stood a chance your not a politician. DemoRats and republicans stand together when things get tough. Hope everyone is ready for what’s to come, your not free you will see ",,2021-01-07T06:29:18+0000,,5.0
Ever notice the ones really bashing the President is always some one you can’t even spell the name and from some country you never even heard of. Haha 😂 ,,2021-01-06T22:13:51+0000,,16.0
"These aren’t Trump supporters, they are anti government radicals that are using the otherwise peaceful rally to try and intimidate the government.  It’s sad that this small group of people will end up casting shadows on the 74 million Americans who support Trump. ",,2021-01-06T21:00:42+0000,,7.0
Sometimes you have to enforce the law yourself ,,2021-01-06T20:16:49+0000,,21.0
Ask them to leave the building! Bring in the national guard. ,,2021-01-06T20:23:57+0000,,5.0
"The People are tired of the   outcome of the voter fraud, and dead peoples mail in ballots we are headed straight toward Socialism with out you in office Mr President. Thank you for fighting for us, we are fighting now for America and you as well",,2021-01-07T15:36:43+0000,,2.0
"Considering we’ve had riots and violence for over a year now by many different groups who were fighting for what they believed in...I don’t understand why people are shocked. Why is this violence any different from what you were OK with over the last year?? Violence and damaging property is NEVER acceptable but our country has allowed it for months so why is this shocking? That makes no sense at all. If you allow one group to be violent, you’ve just opened the door for every group to do the same and here’s the result of that. Congrats to the news media and our government for allowing this to happen for over a year! This isn’t a republican or democrat issue, it’s everyone’s.",,2021-01-06T20:58:23+0000,,9.0
Anyone that says its Trumps fault is part of the problem... he clearly said stop and he isn't out there why is it his fault? That is like saying it was Obama that caused all the BLM shitstorms because he was black.,,2021-01-07T03:32:31+0000,,8.0
This is A.L.L. on you. You promoted this violence through your constant lies about the election. ,,2021-01-07T00:27:44+0000,,16.0
"You know Donald, we in Germany think,  you're very, very sick.... very-very sick...",,2021-01-07T20:58:30+0000,,6.0
Then arrest the Antifa and BLM infiltrators that stormed the capitol while pretending to be Trump supporters.  Several have already been identified.  ,,2021-01-06T22:08:44+0000,,10.0
"Its in our Constitution: ""That whenever any form of government becomes destructive of these ends, it is the right of the people to alter or to abolish it and to institute new government. """,,2021-01-06T21:38:47+0000,,5.0
"President Trump, I thank you for fighting for our freedom and all your hard work.  Your family was put through a lot and deserve to go back to your life!  I am ashamed of the ignorance of many people who put all their trust in these corrupt politicians!  They deserve what is about to come to them.  I hate the rest of us who are awake have to suffer!  You fought for our freedom and the spoiled entitled American people who don't appreciate how good we have had it are in for a rude awakening!  GOD is good and the TRUE AMERICAN people appreciate your fight and we appreciate our great country.  Never forget that you are loved by the LIONS!  We will continue to fight!  GOD BLESS AMERICA!  And ""forgive them for they know not what they do!""  We will NOT OBEY BIDEN or his COMMUNIST PARTY!!! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",,2021-01-07T15:53:41+0000,,5.0
"OCCUPY DC!!!  (peacefully, but STAY!)  it's way past time to remind Congress they are SERVANTS of the Republic, not the other way around!!!",,2021-01-06T20:32:21+0000,,7.0
We the American people ate tired of these democrats. We are taking our country back.,,2021-01-06T20:24:47+0000,,9.0
"Disgraceful Act ... America was once a country that showed the rest of the world what a democratic country could be. Now it “was” run by Trump who preyed on the weak,uneducated and paranoid making them believe a story of lies and fear and to use them for his own gains. Disgraceful Trump",,2021-01-07T08:07:32+0000,,8.0
You made this happen. This is YOUR FAULT! You started a WAR AGAINST AMERICANS! You led these people to this. You need to be silenced - Behind bars - for good. ,,2021-01-06T20:59:41+0000,,9.0
You are literally the cause of all of this since you told all of these people to March down to the capital after your embarrassment of a rally #TimeForYouToGo ,#timeforyoutogo,2021-01-06T23:28:42+0000,,8.0
Yes man....the best of 2021 is....he is leaving. I hope from the White House directly to prison for ever.,,2021-01-07T10:50:18+0000,,9.0
How many paid Antifa people were Infiltrating this peaceful protest?,,2021-01-06T22:12:35+0000,,10.0
The swamp runs deep. The last four years of all the distractions was so they could set up to steal the election....,,2021-01-06T20:24:40+0000,,10.0
"..I don't think any Patriot in the know who saw the mob fighting with the capitol police thought those were Trump supporters.  The biggest ""tell"" to me, though, was the guy dressed in black stripes who went up to the Speaker's chair and did a victory hand fist.  There is not a single Trump supporter who would do a pure antifa move like that.  None.  And those roaming around the Senate chamber taking pictures of the papers on the desks, and rifling thru what they could find....nah.  That stunk of antifa and/or blm to me.  Not our monkeys, nor our circus.",,2021-01-07T01:35:04+0000,,8.0
"Oh, now you want peace.   You are a self-centered, egomaniacal child. Your only concern is for your personal image.  You are supposed to be the voice of an entire nation. You are supposed to act in the best interest of all Americans.   You are not supposed to encourage civil unrest.   You are not supposed to direct crowds you know include extremists to ""do something"" and point them at the Capital.  I pray you find you humanity or at least lose the ability to communicate before anyone else is hurt or killed.",,2021-01-07T01:01:44+0000,,8.0
Please accept Joe won for once! You got no proof he cheated the election. Time to go and let Joe be the president.,,2021-01-07T03:12:17+0000,,4.0
What is going to happen commander in chief? This election was taken from you; from us... how is this lawfully possible!? The evidence of fraud was there. How do we have a criminal as a president!??? How can we trust injustice?  We need you in Washington!!! Thank you for standing for our country. We love you!,,2021-01-07T10:26:29+0000,,5.0
"banned from twitter and facebook ha ha what a complete asshole, he should have blood on his hands for in-sighting a siege of the capital. I hope he injects himself with bleach !",,2021-01-07T10:43:53+0000,,9.0
Why hide in the White House as DC and democracy burns around you!  Resign,,2021-01-07T00:37:56+0000,,9.0
You need to be held responsible for the death of that woman!  Unbelievable!  Worst person and lame president EVER!,,2021-01-07T03:47:18+0000,,6.0
دووووس روح الله يقويك ويتوه رأيك ولايخلي للصلح مطرح ويدب الخلاف,,2021-01-06T23:07:34+0000,,4.0
"Mr. Trump, what happened yesterday was not your fault. This was the people voice that the media and the politicians want to inhibit. It’s the voice of freedom, and fear of the wrong power to be in charge. Fear of another puppet who can be manipulated by other countries and people who has their interest and their eyes on a piece of our land. A puppet that won’t be strong enough, to think his mind, won’t work to the best interest of America only and may destroy the country again. We are proud of your achievements, from economy, to healthcare, to stopping terrorism, nuclear weapons, just to name a few. I thank you and your family for your courage, tolerance and all the work you have done for us. May God bless you and your family and bless the USA.",,2021-01-07T23:12:09+0000,,3.0
Judy get your facts straight. He has tried to do good for our country but he’s been blocked every which way by Democrats.,,2021-01-07T02:36:04+0000,,8.0
Mr president we the people know you have a plan!! We support you and look forward to 4 more years of president Trump with a entire new administration!! Trump/Flynn 2020🇺🇸🇺🇸🇺🇸🇺🇸,,2021-01-11T03:19:27+0000,,1.0
"For the most part, it has appeared peaceful. I hope it remains that way. I’m proud to see the Patriots showing that we are fed up with the Democrats tearing down the USA. The election was fraudulently conducted, and you are the rightful President for four more years. Stop The Steal!!!! 🇺🇸God Bless the USA!",,2021-01-06T20:35:36+0000,,5.0
"Being a leader is about unifying and growing those around you. Not using your position of power to divide and cause harm to others.... all the good you have done will be overshadowed, by your ego and lack of understanding and unification ",,2021-01-07T01:41:45+0000,,5.0
If all you blind people who blindly listen to the media could actually understand what is happening and Antifa was paid and infiltrated the peaceful crowd.. they are the ones who incited the violence they are the ones who attacked the capitol not American Patriot this is all planned by the Democrats do you people not see this,,2021-01-07T00:20:42+0000,,8.0
I'm so sorry for the treatment your getting. You will always be my president. Keeping you and your family my prayers. Its not your fault,,2021-01-07T16:10:11+0000,,4.0
"I’m afraid people are getting fed up with the corruption in DC. Even peaceful people may be ready to take up arms, to defend our Republic!",,2021-01-06T20:54:01+0000,,9.0
You caused this mess and you know it. You asked these people to storm the capital. You are not a law and order president. So this is a way to make America great again. You need arrested asap,,2021-01-06T20:32:21+0000,,9.0
"No problem, Sir! I am sure all will behave as TRUELY civilized citizens would. We are all on your side!",,2021-01-06T20:34:17+0000,animated_image_share,4.0
"Praying for you President Trump. The one true people’s president. You are and will always be the greatest president in my lifetime, because you truly love the USA.",,2021-01-07T03:28:59+0000,,5.0
"You are the reason for all of this with your delusions of a rigged election!  You are to blame as well as Ted Cruz, Rudy Giuliani and all of the rest of the contesters to the election.   You lost sir, step aside and take it like a man!  I had such high hopes that you would have been a breath of fresh air but alas you were a nightmare and a bully!  You should feel the wrath of the criminal justice system but you won't.  The death of the woman shot in the neck is at your feet and on your conscious-do you even have a conscious?  You were the biggest dissapointment!",,2021-01-07T02:27:46+0000,,11.0
I don’t believe that those that are causing problems are actually Trump supporters I think they have a dress like Trump supporters in order to bring chaos towards the republican party,,2021-01-06T22:25:54+0000,,5.0
"We still support you, our greatest recent President, and will continue to do so! It’s appalling that a company like Twitter has been given the power to tell conservatives and a sitting President that they can’t use that platform to talk to followers! ",,2021-01-10T23:57:34+0000,,2.0
Just know 80 million Americans have been supporting your fight against the demonic mess of a political party. Cheaters in the end will never truly win. God bless you Mr. President. ,,2021-01-07T13:26:35+0000,,3.0
It’s disgusting and sad to see Democracy brought to its knees due to so called Democrats accepting the result of a clearly fraudulent Election process.,,2021-01-06T20:16:38+0000,,8.0
"Rumor has it - per their own sites, non Trump Supporters are dressed as Trump Supporters and causing chaos. ",,2021-01-06T20:22:53+0000,,7.0
"Every single one of those Trumper thugs who I like to refer to as ""DUMBTIFA"" needs to be arrested and charged immediately and then the head thug TRUMP should be removed from the white house. ",,2021-01-07T13:29:21+0000,,8.0
I don't think for one minute they are Trump supporters. Just like the other violent riots paid for by Trump haters these have been paid to cause as much disruption and distraction from the truth. All of those hundreds and hundreds of thousands of Trump supporters at rallies all over America and never ever any violence and we are supposed to believe these are Trump supporters.....disgraceful.....love and respect to President Trump from here on the south coast of England  x,,2021-01-06T20:46:07+0000,,23.0
Nope too late now it’s on and popping,,2021-01-06T21:05:44+0000,,10.0
"I think these people are fed up they’re not hurting anyone except a few! We don’t know for sure who these people are but Trump people are peaceful law abiding people! They feel like this election was stolen from them and I would be there protesting if I could because It’s okay for BLM groups and Antifa  to do this. No one gets shot at and killed! I do not blame these people, they are not setting fires destroying businesses! BLM and Antifa this behavior is okay!  We have been called deplorables, Walmart people, had to put up with the Russian hoax, impreachment for 4 yrs! We’re  sick of it and the left wing  baby killers! And political correctness and corruption...the swamp and fake news! These people are expressing what America’s want their freedom back... they don’t want left wing taking over this country! Trump Make America Great Again!",,2021-01-06T23:52:36+0000,,5.0
He needs to urge the protesters to peacefully leave the Capitol.  This solves nothing and will change nothing.,,2021-01-06T20:51:26+0000,,7.0
"You have made history..you are the only President who lost the popular vote twice, one term Pres.....and will be the only President who has been impeached TWICE!!! Hope you are enjoying all the winning!   ",,2021-01-08T23:08:37+0000,,6.0
"BUT GOD KING, YOUR MINIONS ARE DOING THY BIDDING! LET THEM MAKE AMERICA GREAT FOR YOU! YOUR BABY HANDS MUST BE SO TIRED FROM ALL THE SWAMP DRAINING & CHILD SAVING YOU'VE BEEN DOIN JEEEEEEZ",,2021-01-06T20:45:27+0000,,4.0
We support you and know this was not of your doing. This was a act a violence to be turned to look like you lead it when it was a planned attack. ,,2021-01-07T02:15:33+0000,,9.0
God is in control..For the Lord said revenge is not ours..its the lords..he will get the revenge on all who do wrong..and protect the believers that believe in him..,,2021-01-06T20:42:40+0000,,8.0
Those were not Trump supporters that broke into the White House. We do not condone that behavior. But we have been watching the left  engaging in violence for the past few years.,,2021-01-07T05:01:34+0000,,6.0
Trump it has to be ANTIFA! We conservatives know better and have more respect for our country than that!!,,2021-01-06T22:01:12+0000,,5.0
"You have lead the blinded into battle for you over falsehoods. you think a BS call for peace on social media is going to fix this?? you have created traitors. These were likely hard working Americans looking for hope before you got a hold of them, filled them with your lies and now they're traitors. this is not a protest. it's a coup. it's an attempted overthrow of a government that has not wronged these people. You belong in prison. ",,2021-01-06T23:38:05+0000,,5.0
"If you respected the law, none of this would be even happening.",,2021-01-07T02:29:12+0000,,12.0
People are a trip.  The man is doomed if he says something or if he doesn’t.  I am praying for our president and for our country. ,,2021-01-06T20:45:39+0000,,10.0
"The crooked politicians have brought this on themselves.. I'm not condoning violence, but you Mr President have done everything you can to fix these problems, and now the people of the United States are speaking up..",,2021-01-06T20:25:39+0000,,6.0
Absolutely!  If the dems had a rallie oh boy it would have been devastating!  We are tired of the crimes and wicked politicians.,,2021-01-06T20:24:44+0000,,7.0
He is THE BEST! Thank you President Trump for reminding us how to conduct ourselves when emotions are raw and fear is running rampant.  You Sonya Reaves are a very bitter person which goes way beyond being a Republican or democrat. I am truly praying for you. Peace live and joy to you!♥️🙏👐,Sonya Reaves,2021-01-06T21:00:16+0000,,4.0
This destruction and violence is 100% on you for carrying on with this ridiculous attempt at sedition.   The good news is you burned your bridge with Mike Pence today and that was your only chance for a pardon so now you can answer for your sedition and treason,,2021-01-06T23:18:08+0000,,7.0
People have been peaceful and stood by for too long as their country and wealth has been stolen from them. Eventually they break and this is what you get.,,2021-01-06T22:13:37+0000,,6.0
"Alittle late, someone has died because of your selfishness.",,2021-01-07T00:22:19+0000,,6.0
"Dear President Trump.  Please do not resign or concede.  You are walking through hell alone, betrayed by most of your supposed allies.  I pray that God will protect you and your family, and give you courage to endure until the truth can come out and your enemies are duly prosecuted.",,2021-01-11T02:30:37+0000,,5.0
Everyone please go home and let the country heal and continue to be a great republic. ,,2021-01-06T23:15:17+0000,,6.0
We got a country to save.,,2021-01-06T20:17:30+0000,,13.0
I will never vote again. It has been proven to me that my vote does not count. Sorry for the negative thought  but thats how I feel. ,,2021-01-07T00:40:44+0000,,11.0
This is the result of the media and democrats over the past 4 years!,,2021-01-06T20:47:06+0000,,8.0
"You and American Patriots got screwed but the Democrats have a history of getting away with whatever they do. I am leaving the Republican party. I'm finished with supporting career politicians. I would love to see a new ""Patriot Party"".",,2021-01-07T06:29:35+0000,,5.0
"Does anybody truly believe that Biden actually received 80 million votes?  No way in hell!!  Reasonable people sure don’t and they are angry - rightfully angry.  I’m not condoning their actions today but I understand their anger.  I feel it, too.",,2021-01-06T22:24:36+0000,,5.0
We cannot just sit back and take this! Invoke martial law Mr. President!!!,,2021-01-06T20:22:02+0000,,6.0
The American People have been pushed too far! Texas needs t secede from the Nation!,,2021-01-06T20:47:19+0000,,9.0
Thhe bad guy won thru fraud and deciet but our victory was we had you as our President for 4 great years.,,2021-01-07T10:35:21+0000,,8.0
There is no republican party if democrats are allowed to steal elections with consequence ,,2021-01-06T21:36:34+0000,,8.0
We all know it was Antifa dressed as Trump supporters. They identified a few of them already with facial recognition.,,2021-01-07T06:24:50+0000,,7.0
"It's ""mostly peaceful"" just like all the BLM, antifa, and other riots we've had to endure from those morons since May.  Frankly, we've taken and taken and taken, and it has come to a head because people are angry and sick of all the BLM, antifa, leftist, liberal, democratic BS.  Did they expect the conservatives and patriots and Trumpers to just keep laying down and taking their evil? They are fighting for our country here.  People are sick of the lying, cheating and people getting away with crimes in the government and no one doing anything about it.",,2021-01-06T20:21:20+0000,,6.0
We have a voice to and it is well over due. We the people deserve truth over all this left getting away with lies and untruth,,2021-01-06T20:26:00+0000,,5.0
No one was outraged when 20 other city’s were over run with protesters they said they had the right to how is this any different ,,2021-01-06T22:25:58+0000,,11.0
Do facial recognition on the Aggressive ones.   Antifa n BLM was there posing.,,2021-01-07T00:11:52+0000,,11.0
"if any violence , its antifa infiltrating us Mr.President.Please we are tired of the corrupt,  take them down.",,2021-01-06T20:19:23+0000,,4.0
"Mr President. I understand you have been banned by Twitter. I feel that if social media feels they are too good for the President of the United States, they are probably too good for me also, a common citizen. Therefore I have decided to delete my Twitter account. I assure you that if any other social media takes similar action, I will again delete my account.",,2021-01-09T13:56:18+0000,,2.0
what happened today in our country is patriotic Americans trying to get control back of our country out of the hands of the treasonous Democrats!,,2021-01-06T23:29:41+0000,,11.0
Biden Biden has a nerve to have a reaction when all those looters and criminals ruined city’s and sat on his ass and said nothing,,2021-01-06T21:15:08+0000,,7.0
Yes continue to allow us to be kicked around while our future is stolen from us thanks to our masters.,,2021-01-06T20:17:14+0000,,7.0
"YOU are responsible for the death of a Capitol police officer. At the very least, you should call his family to ask forgiveness for what you've done to them. If you were a decent man, you would provide for his family for the rest of their lives. If you don't, they should sue you.  You should also pay for the extensive damages that were inflicted on the Capitol Building as a result of your incitement. Insurrection and sedition ain't cheap either.",,2021-01-08T07:21:04+0000,,6.0
summarily impeach & convict dangerous donnie.  he must never be able to hold public office ever again imho.,,2021-01-06T20:29:56+0000,,18.0
"You shameful clown! I feel so much ashamed for you, thought I am not American, I do not live in the Us!  In this moment, you let anarchists break windows and get into the #capitol - I have no words for you, such a shame. ",#capitol,2021-01-06T20:25:26+0000,,7.0
I can’t believe your very own VP betrayed you and the American people today Mr. President. You must be mortified! I know I am! Still can’t believe it! 😳😣 He obviously didn’t have the courage to do the right thing today. Shame on him!,,2021-01-06T22:09:22+0000,,6.0
Too late dude! You shouldn’t have encourage them from the get go… Now you’re saying peaceful? ,,2021-01-06T20:25:35+0000,,6.0
Too little too late. What did you expect to happen when you held a rally and told your supporters to go protest?? You’re the only one to blame for this heinous act. ,,2021-01-06T23:16:01+0000,,8.0
"My first thought was, I thought they wanted to defund the police and the first thing they do is call the police for help. ",,2021-01-06T20:42:39+0000,,8.0
"No violence, let the people take back our country! They are not breaking into the capitol no one own the capital but the people! ",,2021-01-06T20:17:09+0000,,8.0
Let us know where we can communicate with you.  We will not tolerate this censorship from facebook and twitter.  May they rot in hell along with the rest of the communist.  I will be looking for you on other platforms.  ♥ my president!,,2021-01-07T17:26:41+0000,,5.0
You are truly amazing about time the Republicans took a stand we are tired of the bs,,2021-01-06T20:16:40+0000,,8.0
"I am over being nice too.  Tired of all the lying, the insults, the bullying, the drama.  I feel badly for all of those who got sucked into all the conspiracy theories and falsehoods out out by this professional grifter.  God Bless America.",,2021-01-06T23:19:38+0000,,7.0
Respectfully. You’ve done enough. It’s time for them to learn the meaning of fear. ,,2021-01-06T20:27:29+0000,,10.0
Why doesn’t Biden go along with Senator Cruz for an audit?  Is it because he knows it would reveal the truth.  Only liars and thieves cannot stand the light of truth. If it’s true that everything was right then Biden has nothing to loose right?  He will forever be thought illegitimate if he does not allow the audit. Truth!,,2021-01-07T00:06:22+0000,,9.0
"We hold these truths to be self-evident, that all men are created equal, that they are endowed, by their Creator, with certain unalienable rights, that among these are life, liberty, and the pursuit of happiness.--That to secure these rights, governments are instituted among men, deriving their just powers from the consent of the governed, that whenever any form of government becomes destructive of these ends, it is the right of the people to alter or to abolish it, and to institute new government, laying its foundation on such principles, and organizing its powers in such form, as to them shall seem most likely to effect their safety and happiness.",,2021-01-06T20:30:01+0000,,9.0
"President Trump, you are the greatest President this country has ever seen! Please keep fighting for us! No man has ever turned down a life of luxury for our country like you have! You have so much support. Please keep fighting and we’ll be there fighting with you! Thank you for all you have done for us!!",,2021-01-07T04:24:19+0000,,4.0
You don't pol before tirar the stone and then sconder the hand,,2021-01-07T21:23:42+0000,,6.0
YOU ARE IN NO WAY LAW AND ORDER!  THIS IS ALL ON YOU AND YOUR ASSANINE BEHAVIOR. THIS IS SEDITION AND YOU SHOULD BE TRIED FOR IT. #25thAmendmentNow,#25thAmendmentNow,2021-01-06T23:25:01+0000,,7.0
To late Mr. President.  Someone already lost their life because of you.  Reap what you sow.  ,,2021-01-07T00:22:56+0000,,6.0
This is your fault you created this. You knew exactly what you were doing holding your event there today. ,,2021-01-06T20:17:41+0000,,7.0
"Here in England , we are digusted with you . Is this what you want to be remembered for !!!!. You are behaving like a petulant child - grow up. Just heard - there is BLOOD ON YOUR CONSCIENCE AND YOUR HANDS- People are dying !!",,2021-01-06T20:20:22+0000,,7.0
"nice to see some of you finally speaking up about immoral acts! Where were you when cities were being burned, businesses were being looted, people were assaulted to the point of almost dying - including PEACEFUL Trump supporters, and peoples lives were crushed ....? But you were saying ""Riots are the language of the unheard!!!""   People need to Shut up with their hypocrisy and sudden disgust. Violence isn't ok, wrong is wrong period!!!! .. and you should've been condemning it months ago no matter who was doing it! Luckily DC isn't in flames again right now like it was not so long ago, and more businesses haven't been destroyed.   Praying for peace for our country. Disappointed is an understatement. “This is a quote from a brilliant young lady “ Had to share ",,2021-01-07T01:09:51+0000,,5.0
"And the media from the beginning has caused this, so biased!",,2021-01-06T21:16:23+0000,,7.0
The country stands for nothing if we cannot trust our votes to be counted properly and honestly.,,2021-01-06T21:18:10+0000,,6.0
People are pissed off. I can see both sides but the media is blowing this up. Where was the media when cities were burning and monuments being destroyed? The Democratic rep from the Virgin Islands is blaming Trump lol. Seriously? ,,2021-01-06T20:28:48+0000,,6.0
God Bless our President Donald J Trump. For once we saw how great a country could be and we watched politicians...be politcians. Many used Trump to get elected. And turned on him. Not one senator stood up. They all ran there mouths but not one stood up. Antifa wins again. America is lawless...see where it lands us.,,2021-01-07T13:28:04+0000,,3.0
I think it's democrats posing as Trump supporters causing all the problems.  Just my opinion Mr. President Trump.,,2021-01-06T23:59:09+0000,,7.0
There is a strong chance it is antifa that openly planned to infiltrate the event!!!,,2021-01-06T20:26:42+0000,,10.0
By widely accepted definition this is just a “mostly peaceful protest”.,,2021-01-06T20:31:02+0000,,7.0
Trump if you were on The Apprentice as a contestant for Presidency you would have lost a years ago...you are more dangerous than anyone in the the world. Please just go!,,2021-01-07T03:50:14+0000,,7.0
Waiting to see you frog marched out of the people’s house. ,,2021-01-07T01:40:59+0000,,6.0
FB blocked Trump and his family from posting anything the rest of his term ! Now they are black flagging him and taking his right to free speech . what a shocker ! We still support you President Trump !!,,2021-01-07T17:57:26+0000,,7.0
"We’re watching from home and in tears.  This is what happens when the lying, cheating Democrats try to destroy our great Democracy.  I’ve been in that beautiful Capitol and what’s going down is so sad.  Prayers for everyone.  We ❤️our President.",,2021-01-06T20:26:12+0000,,6.0
"With all due respect Sir, get in front of the cameras immediately and demand an end to the violence, ask your supporters to leave peacefully or face the full force of the United States on their backs.....I voted for you twice and this is a complete disgrace to our democracy. Thank you.",,2021-01-06T21:01:35+0000,,4.0
